INDEX  | TEXT       | TYPE            | LINE  | COL  
4099   | )          | RPAREN          | 349   | 17   
4100   | op         | IDENTIFIER      | 350   | 4    
4101   | =          | ASSIGN          | 350   | 7    
4102   | (          | LPAREN          | 350   | 9    
4103   | (          | LPAREN          | 350   | 10   
4104   | 1          | INT             | 350   | 11   
4105   | ,          | COMMA           | 350   | 12   
4106   | 0          | INT             | 350   | 13   
4107   | )          | RPAREN          | 350   | 14   
4108   | ,          | COMMA           | 350   | 15   
4109   | (          | LPAREN          | 350   | 17   
4110   | 0          | INT             | 350   | 18   
4111   | ,          | COMMA           | 350   | 19   
4112   | 1          | INT             | 350   | 20   
4113   | )          | RPAREN          | 350   | 21   
4114   | )          | RPAREN          | 350   | 22   
4115   | op2        | IDENTIFIER      | 351   | 4    
4116   | =          | ASSIGN          | 351   | 8    
4117   | 1          | INT             | 351   | 10   
4118   | /          | DIV             | 351   | 11   
4119   | 2          | INT             | 351   | 12   
4120   | *          | MUL             | 351   | 14   
4121   | (          | LPAREN          | 351   | 16   
4122   | (          | LPAREN          | 351   | 17   
4123   | 1i         | COMPLEX         | 351   | 18   
4124   | ,          | COMMA           | 351   | 20   
4125   | 1i         | COMPLEX         | 351   | 21   
4126   | )          | RPAREN          | 351   | 23   
4127   | ,          | COMMA           | 351   | 24   
4128   | (          | LPAREN          | 351   | 26   
4129   | 1i         | COMPLEX         | 351   | 27   
4130   | ,          | COMMA           | 351   | 29   
4131   | 1i         | COMPLEX         | 351   | 30   
4132   | )          | RPAREN          | 351   | 32   
4133   | )          | RPAREN          | 351   | 33   
4134   | |ket0>     | KET_IDENTIFIER  | 352   | 4    
4135   | =          | ASSIGN          | 352   | 11   
4136   | (          | LPAREN          | 352   | 13   
4137   | 1          | INT             | 352   | 14   
4138   | ,          | COMMA           | 352   | 15   
4139   | 0          | INT             | 352   | 16   
4140   | )          | RPAREN          | 352   | 17   
4141   | |ket1>     | KET_IDENTIFIER  | 353   | 4    
4142   | =          | ASSIGN          | 353   | 11   
4143   | (          | LPAREN          | 353   | 13   
4144   | 0          | INT             | 353   | 14   
4145   | ,          | COMMA           | 353   | 15   
4146   | 1          | INT             | 353   | 16   
4147   | )          | RPAREN          | 353   | 17   
4148   | op         | IDENTIFIER      | 354   | 4    
4149   | =          | ASSIGN          | 354   | 7    
4150   | (          | LPAREN          | 354   | 9    
4151   | (          | LPAREN          | 354   | 10   
4152   | 1          | INT             | 354   | 11   
4153   | ,          | COMMA           | 354   | 12   
4154   | 0          | INT             | 354   | 13   
4155   | )          | RPAREN          | 354   | 14   
4156   | ,          | COMMA           | 354   | 15   
4157   | (          | LPAREN          | 354   | 17   
4158   | 0          | INT             | 354   | 18   
4159   | ,          | COMMA           | 354   | 19   
4160   | 1          | INT             | 354   | 20   
4161   | )          | RPAREN          | 354   | 21   
4162   | )          | RPAREN          | 354   | 22   
4163   | op2        | IDENTIFIER      | 355   | 4    
4164   | =          | ASSIGN          | 355   | 8    
4165   | 1          | INT             | 355   | 10   
4166   | /          | DIV             | 355   | 11   
4167   | 2          | INT             | 355   | 12   
4168   | *          | MUL             | 355   | 14   
4169   | (          | LPAREN          | 355   | 16   
4170   | (          | LPAREN          | 355   | 17   
4171   | 1i         | COMPLEX         | 355   | 18   
4172   | ,          | COMMA           | 355   | 20   
4173   | 1i         | COMPLEX         | 355   | 21   
4174   | )          | RPAREN          | 355   | 23   
4175   | ,          | COMMA           | 355   | 24   
4176   | (          | LPAREN          | 355   | 26   
4177   | 1i         | COMPLEX         | 355   | 27   
4178   | ,          | COMMA           | 355   | 29   
4179   | 1i         | COMPLEX         | 355   | 30   
4180   | )          | RPAREN          | 355   | 32   
4181   | )          | RPAREN          | 355   | 33   
4182   | |ket0>     | KET_IDENTIFIER  | 356   | 4    
4183   | =          | ASSIGN          | 356   | 11   
4184   | (          | LPAREN          | 356   | 13   
4185   | 1          | INT             | 356   | 14   
4186   | ,          | COMMA           | 356   | 15   
4187   | 0          | INT             | 356   | 16   
4188   | )          | RPAREN          | 356   | 17   
4189   | |ket1>     | KET_IDENTIFIER  | 357   | 4    
4190   | =          | ASSIGN          | 357   | 11   
4191   | (          | LPAREN          | 357   | 13   
4192   | 0          | INT             | 357   | 14   
4193   | ,          | COMMA           | 357   | 15   
4194   | 1          | INT             | 357   | 16   
4195   | )          | RPAREN          | 357   | 17   
4196   | op         | IDENTIFIER      | 358   | 4    
4197   | =          | ASSIGN          | 358   | 7    
4198   | (          | LPAREN          | 358   | 9    
4199   | (          | LPAREN          | 358   | 10   
4200   | 1          | INT             | 358   | 11   
4201   | ,          | COMMA           | 358   | 12   
4202   | 0          | INT             | 358   | 13   
4203   | )          | RPAREN          | 358   | 14   
4204   | ,          | COMMA           | 358   | 15   
4205   | (          | LPAREN          | 358   | 17   
4206   | 0          | INT             | 358   | 18   
4207   | ,          | COMMA           | 358   | 19   
4208   | 1          | INT             | 358   | 20   
4209   | )          | RPAREN          | 358   | 21   
4210   | )          | RPAREN          | 358   | 22   
4211   | op2        | IDENTIFIER      | 359   | 4    
4212   | =          | ASSIGN          | 359   | 8    
4213   | 1          | INT             | 359   | 10   
4214   | /          | DIV             | 359   | 11   
4215   | 2          | INT             | 359   | 12   
4216   | *          | MUL             | 359   | 14   
4217   | (          | LPAREN          | 359   | 16   
4218   | (          | LPAREN          | 359   | 17   
4219   | 1i         | COMPLEX         | 359   | 18   
4220   | ,          | COMMA           | 359   | 20   
4221   | 1i         | COMPLEX         | 359   | 21   
4222   | )          | RPAREN          | 359   | 23   
4223   | ,          | COMMA           | 359   | 24   
4224   | (          | LPAREN          | 359   | 26   
4225   | 1i         | COMPLEX         | 359   | 27   
4226   | ,          | COMMA           | 359   | 29   
4227   | 1i         | COMPLEX         | 359   | 30   
4228   | )          | RPAREN          | 359   | 32   
4229   | )          | RPAREN          | 359   | 33   
4230   | |ket0>     | KET_IDENTIFIER  | 360   | 4    
4231   | =          | ASSIGN          | 360   | 11   
4232   | (          | LPAREN          | 360   | 13   
4233   | 1          | INT             | 360   | 14   
4234   | ,          | COMMA           | 360   | 15   
4235   | 0          | INT             | 360   | 16   
4236   | )          | RPAREN          | 360   | 17   
4237   | |ket1>     | KET_IDENTIFIER  | 361   | 4    
4238   | =          | ASSIGN          | 361   | 11   
4239   | (          | LPAREN          | 361   | 13   
4240   | 0          | INT             | 361   | 14   
4241   | ,          | COMMA           | 361   | 15   
4242   | 1          | INT             | 361   | 16   
4243   | )          | RPAREN          | 361   | 17   
4244   | op         | IDENTIFIER      | 362   | 4    
4245   | =          | ASSIGN          | 362   | 7    
4246   | (          | LPAREN          | 362   | 9    
4247   | (          | LPAREN          | 362   | 10   
4248   | 1          | INT             | 362   | 11   
4249   | ,          | COMMA           | 362   | 12   
4250   | 0          | INT             | 362   | 13   
4251   | )          | RPAREN          | 362   | 14   
4252   | ,          | COMMA           | 362   | 15   
4253   | (          | LPAREN          | 362   | 17   
4254   | 0          | INT             | 362   | 18   
4255   | ,          | COMMA           | 362   | 19   
4256   | 1          | INT             | 362   | 20   
4257   | )          | RPAREN          | 362   | 21   
4258   | )          | RPAREN          | 362   | 22   
4259   | op2        | IDENTIFIER      | 363   | 4    
4260   | =          | ASSIGN          | 363   | 8    
4261   | 1          | INT             | 363   | 10   
4262   | /          | DIV             | 363   | 11   
4263   | 2          | INT             | 363   | 12   
4264   | *          | MUL             | 363   | 14   
4265   | (          | LPAREN          | 363   | 16   
4266   | (          | LPAREN          | 363   | 17   
4267   | 1i         | COMPLEX         | 363   | 18   
4268   | ,          | COMMA           | 363   | 20   
4269   | 1i         | COMPLEX         | 363   | 21   
4270   | )          | RPAREN          | 363   | 23   
4271   | ,          | COMMA           | 363   | 24   
4272   | (          | LPAREN          | 363   | 26   
4273   | 1i         | COMPLEX         | 363   | 27   
4274   | ,          | COMMA           | 363   | 29   
4275   | 1i         | COMPLEX         | 363   | 30   
4276   | )          | RPAREN          | 363   | 32   
4277   | )          | RPAREN          | 363   | 33   
4278   | |ket0>     | KET_IDENTIFIER  | 364   | 4    
4279   | =          | ASSIGN          | 364   | 11   
4280   | (          | LPAREN          | 364   | 13   
4281   | 1          | INT             | 364   | 14   
4282   | ,          | COMMA           | 364   | 15   
4283   | 0          | INT             | 364   | 16   
4284   | )          | RPAREN          | 364   | 17   
4285   | |ket1>     | KET_IDENTIFIER  | 365   | 4    
4286   | =          | ASSIGN          | 365   | 11   
4287   | (          | LPAREN          | 365   | 13   
4288   | 0          | INT             | 365   | 14   
4289   | ,          | COMMA           | 365   | 15   
4290   | 1          | INT             | 365   | 16   
4291   | )          | RPAREN          | 365   | 17   
4292   | op         | IDENTIFIER      | 366   | 4    
4293   | =          | ASSIGN          | 366   | 7    
4294   | (          | LPAREN          | 366   | 9    
4295   | (          | LPAREN          | 366   | 10   
4296   | 1          | INT             | 366   | 11   
4297   | ,          | COMMA           | 366   | 12   
4298   | 0          | INT             | 366   | 13   
4299   | )          | RPAREN          | 366   | 14   
4300   | ,          | COMMA           | 366   | 15   
4301   | (          | LPAREN          | 366   | 17   
4302   | 0          | INT             | 366   | 18   
4303   | ,          | COMMA           | 366   | 19   
4304   | 1          | INT             | 366   | 20   
4305   | )          | RPAREN          | 366   | 21   
4306   | )          | RPAREN          | 366   | 22   
4307   | op2        | IDENTIFIER      | 367   | 4    
4308   | =          | ASSIGN          | 367   | 8    
4309   | 1          | INT             | 367   | 10   
4310   | /          | DIV             | 367   | 11   
4311   | 2          | INT             | 367   | 12   
4312   | *          | MUL             | 367   | 14   
4313   | (          | LPAREN          | 367   | 16   
4314   | (          | LPAREN          | 367   | 17   
4315   | 1i         | COMPLEX         | 367   | 18   
4316   | ,          | COMMA           | 367   | 20   
4317   | 1i         | COMPLEX         | 367   | 21   
4318   | )          | RPAREN          | 367   | 23   
4319   | ,          | COMMA           | 367   | 24   
4320   | (          | LPAREN          | 367   | 26   
4321   | 1i         | COMPLEX         | 367   | 27   
4322   | ,          | COMMA           | 367   | 29   
4323   | 1i         | COMPLEX         | 367   | 30   
4324   | )          | RPAREN          | 367   | 32   
4325   | )          | RPAREN          | 367   | 33   
4326   | |ket0>     | KET_IDENTIFIER  | 368   | 4    
4327   | =          | ASSIGN          | 368   | 11   
4328   | (          | LPAREN          | 368   | 13   
4329   | 1          | INT             | 368   | 14   
4330   | ,          | COMMA           | 368   | 15   
4331   | 0          | INT             | 368   | 16   
4332   | )          | RPAREN          | 368   | 17   
4333   | |ket1>     | KET_IDENTIFIER  | 369   | 4    
4334   | =          | ASSIGN          | 369   | 11   
4335   | (          | LPAREN          | 369   | 13   
4336   | 0          | INT             | 369   | 14   
4337   | ,          | COMMA           | 369   | 15   
4338   | 1          | INT             | 369   | 16   
4339   | )          | RPAREN          | 369   | 17   
4340   | op         | IDENTIFIER      | 370   | 4    
4341   | =          | ASSIGN          | 370   | 7    
4342   | (          | LPAREN          | 370   | 9    
4343   | (          | LPAREN          | 370   | 10   
4344   | 1          | INT             | 370   | 11   
4345   | ,          | COMMA           | 370   | 12   
4346   | 0          | INT             | 370   | 13   
4347   | )          | RPAREN          | 370   | 14   
4348   | ,          | COMMA           | 370   | 15   
4349   | (          | LPAREN          | 370   | 17   
4350   | 0          | INT             | 370   | 18   
4351   | ,          | COMMA           | 370   | 19   
4352   | 1          | INT             | 370   | 20   
4353   | )          | RPAREN          | 370   | 21   
4354   | )          | RPAREN          | 370   | 22   
4355   | op2        | IDENTIFIER      | 371   | 4    
4356   | =          | ASSIGN          | 371   | 8    
4357   | 1          | INT             | 371   | 10   
4358   | /          | DIV             | 371   | 11   
4359   | 2          | INT             | 371   | 12   
4360   | *          | MUL             | 371   | 14   
4361   | (          | LPAREN          | 371   | 16   
4362   | (          | LPAREN          | 371   | 17   
4363   | 1i         | COMPLEX         | 371   | 18   
4364   | ,          | COMMA           | 371   | 20   
4365   | 1i         | COMPLEX         | 371   | 21   
4366   | )          | RPAREN          | 371   | 23   
4367   | ,          | COMMA           | 371   | 24   
4368   | (          | LPAREN          | 371   | 26   
4369   | 1i         | COMPLEX         | 371   | 27   
4370   | ,          | COMMA           | 371   | 29   
4371   | 1i         | COMPLEX         | 371   | 30   
4372   | )          | RPAREN          | 371   | 32   
4373   | )          | RPAREN          | 371   | 33   
4374   | |ket0>     | KET_IDENTIFIER  | 372   | 4    
4375   | =          | ASSIGN          | 372   | 11   
4376   | (          | LPAREN          | 372   | 13   
4377   | 1          | INT             | 372   | 14   
4378   | ,          | COMMA           | 372   | 15   
4379   | 0          | INT             | 372   | 16   
4380   | )          | RPAREN          | 372   | 17   
4381   | |ket1>     | KET_IDENTIFIER  | 373   | 4    
4382   | =          | ASSIGN          | 373   | 11   
4383   | (          | LPAREN          | 373   | 13   
4384   | 0          | INT             | 373   | 14   
4385   | ,          | COMMA           | 373   | 15   
4386   | 1          | INT             | 373   | 16   
4387   | )          | RPAREN          | 373   | 17   
4388   | op         | IDENTIFIER      | 374   | 4    
4389   | =          | ASSIGN          | 374   | 7    
4390   | (          | LPAREN          | 374   | 9    
4391   | (          | LPAREN          | 374   | 10   
4392   | 1          | INT             | 374   | 11   
4393   | ,          | COMMA           | 374   | 12   
4394   | 0          | INT             | 374   | 13   
4395   | )          | RPAREN          | 374   | 14   
4396   | ,          | COMMA           | 374   | 15   
4397   | (          | LPAREN          | 374   | 17   
4398   | 0          | INT             | 374   | 18   
4399   | ,          | COMMA           | 374   | 19   
4400   | 1          | INT             | 374   | 20   
4401   | )          | RPAREN          | 374   | 21   
4402   | )          | RPAREN          | 374   | 22   
4403   | op2        | IDENTIFIER      | 375   | 4    
4404   | =          | ASSIGN          | 375   | 8    
4405   | 1          | INT             | 375   | 10   
4406   | /          | DIV             | 375   | 11   
4407   | 2          | INT             | 375   | 12   
4408   | *          | MUL             | 375   | 14   
4409   | (          | LPAREN          | 375   | 16   
4410   | (          | LPAREN          | 375   | 17   
4411   | 1i         | COMPLEX         | 375   | 18   
4412   | ,          | COMMA           | 375   | 20   
4413   | 1i         | COMPLEX         | 375   | 21   
4414   | )          | RPAREN          | 375   | 23   
4415   | ,          | COMMA           | 375   | 24   
4416   | (          | LPAREN          | 375   | 26   
4417   | 1i         | COMPLEX         | 375   | 27   
4418   | ,          | COMMA           | 375   | 29   
4419   | 1i         | COMPLEX         | 375   | 30   
4420   | )          | RPAREN          | 375   | 32   
4421   | )          | RPAREN          | 375   | 33   
4422   | return     | RETURN          | 376   | 4    
4423   | x          | IDENTIFIER      | 376   | 11   
4424   | |ket0>     | KET_IDENTIFIER  | 377   | 4    
4425   | =          | ASSIGN          | 377   | 11   
4426   | (          | LPAREN          | 377   | 13   
4427   | 1          | INT             | 377   | 14   
4428   | ,          | COMMA           | 377   | 15   
4429   | 0          | INT             | 377   | 16   
4430   | )          | RPAREN          | 377   | 17   
4431   | |ket1>     | KET_IDENTIFIER  | 378   | 4    
4432   | =          | ASSIGN          | 378   | 11   
4433   | (          | LPAREN          | 378   | 13   
4434   | 0          | INT             | 378   | 14   
4435   | ,          | COMMA           | 378   | 15   
4436   | 1          | INT             | 378   | 16   
4437   | )          | RPAREN          | 378   | 17   
4438   | op         | IDENTIFIER      | 379   | 4    
4439   | =          | ASSIGN          | 379   | 7    
4440   | (          | LPAREN          | 379   | 9    
4441   | (          | LPAREN          | 379   | 10   
4442   | 1          | INT             | 379   | 11   
4443   | ,          | COMMA           | 379   | 12   
4444   | 0          | INT             | 379   | 13   
4445   | )          | RPAREN          | 379   | 14   
4446   | ,          | COMMA           | 379   | 15   
4447   | (          | LPAREN          | 379   | 17   
4448   | 0          | INT             | 379   | 18   
4449   | ,          | COMMA           | 379   | 19   
4450   | 1          | INT             | 379   | 20   
4451   | )          | RPAREN          | 379   | 21   
4452   | )          | RPAREN          | 379   | 22   
4453   | op2        | IDENTIFIER      | 380   | 4    
4454   | =          | ASSIGN          | 380   | 8    
4455   | 1          | INT             | 380   | 10   
4456   | /          | DIV             | 380   | 11   
4457   | 2          | INT             | 380   | 12   
4458   | *          | MUL             | 380   | 14   
4459   | (          | LPAREN          | 380   | 16   
4460   | (          | LPAREN          | 380   | 17   
4461   | 1i         | COMPLEX         | 380   | 18   
4462   | ,          | COMMA           | 380   | 20   
4463   | 1i         | COMPLEX         | 380   | 21   
4464   | )          | RPAREN          | 380   | 23   
4465   | ,          | COMMA           | 380   | 24   
4466   | (          | LPAREN          | 380   | 26   
4467   | 1i         | COMPLEX         | 380   | 27   
4468   | ,          | COMMA           | 380   | 29   
4469   | 1i         | COMPLEX         | 380   | 30   
4470   | )          | RPAREN          | 380   | 32   
4471   | )          | RPAREN          | 380   | 33   
4472   | |ket0>     | KET_IDENTIFIER  | 381   | 4    
4473   | =          | ASSIGN          | 381   | 11   
4474   | (          | LPAREN          | 381   | 13   
4475   | 1          | INT             | 381   | 14   
4476   | ,          | COMMA           | 381   | 15   
4477   | 0          | INT             | 381   | 16   
4478   | )          | RPAREN          | 381   | 17   
4479   | |ket1>     | KET_IDENTIFIER  | 382   | 4    
4480   | =          | ASSIGN          | 382   | 11   
4481   | (          | LPAREN          | 382   | 13   
4482   | 0          | INT             | 382   | 14   
4483   | ,          | COMMA           | 382   | 15   
4484   | 1          | INT             | 382   | 16   
4485   | )          | RPAREN          | 382   | 17   
4486   | op         | IDENTIFIER      | 383   | 4    
4487   | =          | ASSIGN          | 383   | 7    
4488   | (          | LPAREN          | 383   | 9    
4489   | (          | LPAREN          | 383   | 10   
4490   | 1          | INT             | 383   | 11   
4491   | ,          | COMMA           | 383   | 12   
4492   | 0          | INT             | 383   | 13   
4493   | )          | RPAREN          | 383   | 14   
4494   | ,          | COMMA           | 383   | 15   
4495   | (          | LPAREN          | 383   | 17   
4496   | 0          | INT             | 383   | 18   
4497   | ,          | COMMA           | 383   | 19   
4498   | 1          | INT             | 383   | 20   
4499   | )          | RPAREN          | 383   | 21   
4500   | )          | RPAREN          | 383   | 22   
4501   | op2        | IDENTIFIER      | 384   | 4    
4502   | =          | ASSIGN          | 384   | 8    
4503   | 1          | INT             | 384   | 10   
4504   | /          | DIV             | 384   | 11   
4505   | 2          | INT             | 384   | 12   
4506   | *          | MUL             | 384   | 14   
4507   | (          | LPAREN          | 384   | 16   
4508   | (          | LPAREN          | 384   | 17   
4509   | 1i         | COMPLEX         | 384   | 18   
4510   | ,          | COMMA           | 384   | 20   
4511   | 1i         | COMPLEX         | 384   | 21   
4512   | )          | RPAREN          | 384   | 23   
4513   | ,          | COMMA           | 384   | 24   
4514   | (          | LPAREN          | 384   | 26   
4515   | 1i         | COMPLEX         | 384   | 27   
4516   | ,          | COMMA           | 384   | 29   
4517   | 1i         | COMPLEX         | 384   | 30   
4518   | )          | RPAREN          | 384   | 32   
4519   | )          | RPAREN          | 384   | 33   
4520   | |ket0>     | KET_IDENTIFIER  | 385   | 8    
4521   | =          | ASSIGN          | 385   | 15   
4522   | (          | LPAREN          | 385   | 17   
4523   | 1          | INT             | 385   | 18   
4524   | ,          | COMMA           | 385   | 19   
4525   | 0          | INT             | 385   | 20   
4526   | )          | RPAREN          | 385   | 21   
4527   | |ket1>     | KET_IDENTIFIER  | 386   | 4    
4528   | =          | ASSIGN          | 386   | 11   
4529   | (          | LPAREN          | 386   | 13   
4530   | 0          | INT             | 386   | 14   
4531   | ,          | COMMA           | 386   | 15   
4532   | 1          | INT             | 386   | 16   
4533   | )          | RPAREN          | 386   | 17   
4534   | op         | IDENTIFIER      | 387   | 4    
4535   | =          | ASSIGN          | 387   | 7    
4536   | (          | LPAREN          | 387   | 9    
4537   | (          | LPAREN          | 387   | 10   
4538   | 1          | INT             | 387   | 11   
4539   | ,          | COMMA           | 387   | 12   
4540   | 0          | INT             | 387   | 13   
4541   | )          | RPAREN          | 387   | 14   
4542   | ,          | COMMA           | 387   | 15   
4543   | (          | LPAREN          | 387   | 17   
4544   | 0          | INT             | 387   | 18   
4545   | ,          | COMMA           | 387   | 19   
4546   | 1          | INT             | 387   | 20   
4547   | )          | RPAREN          | 387   | 21   
4548   | )          | RPAREN          | 387   | 22   
4549   | op2        | IDENTIFIER      | 388   | 4    
4550   | =          | ASSIGN          | 388   | 8    
4551   | 1          | INT             | 388   | 10   
4552   | /          | DIV             | 388   | 11   
4553   | 2          | INT             | 388   | 12   
4554   | *          | MUL             | 388   | 14   
4555   | (          | LPAREN          | 388   | 16   
4556   | (          | LPAREN          | 388   | 17   
4557   | 1i         | COMPLEX         | 388   | 18   
4558   | ,          | COMMA           | 388   | 20   
4559   | 1i         | COMPLEX         | 388   | 21   
4560   | )          | RPAREN          | 388   | 23   
4561   | ,          | COMMA           | 388   | 24   
4562   | (          | LPAREN          | 388   | 26   
4563   | 1i         | COMPLEX         | 388   | 27   
4564   | ,          | COMMA           | 388   | 29   
4565   | 1i         | COMPLEX         | 388   | 30   
4566   | )          | RPAREN          | 388   | 32   
4567   | )          | RPAREN          | 388   | 33   
4568   | |ket0>     | KET_IDENTIFIER  | 389   | 4    
4569   | =          | ASSIGN          | 389   | 11   
4570   | (          | LPAREN          | 389   | 13   
4571   | 1          | INT             | 389   | 14   
4572   | ,          | COMMA           | 389   | 15   
4573   | 0          | INT             | 389   | 16   
4574   | )          | RPAREN          | 389   | 17   
4575   | |ket1>     | KET_IDENTIFIER  | 390   | 4    
4576   | =          | ASSIGN          | 390   | 11   
4577   | (          | LPAREN          | 390   | 13   
4578   | 0          | INT             | 390   | 14   
4579   | ,          | COMMA           | 390   | 15   
4580   | 1          | INT             | 390   | 16   
4581   | )          | RPAREN          | 390   | 17   
4582   | op         | IDENTIFIER      | 391   | 4    
4583   | =          | ASSIGN          | 391   | 7    
4584   | (          | LPAREN          | 391   | 9    
4585   | (          | LPAREN          | 391   | 10   
4586   | 1          | INT             | 391   | 11   
4587   | ,          | COMMA           | 391   | 12   
4588   | 0          | INT             | 391   | 13   
4589   | )          | RPAREN          | 391   | 14   
4590   | ,          | COMMA           | 391   | 15   
4591   | (          | LPAREN          | 391   | 17   
4592   | 0          | INT             | 391   | 18   
4593   | ,          | COMMA           | 391   | 19   
4594   | 1          | INT             | 391   | 20   
4595   | )          | RPAREN          | 391   | 21   
4596   | )          | RPAREN          | 391   | 22   
4597   | op2        | IDENTIFIER      | 392   | 4    
4598   | =          | ASSIGN          | 392   | 8    
4599   | 1          | INT             | 392   | 10   
4600   | /          | DIV             | 392   | 11   
4601   | 2          | INT             | 392   | 12   
4602   | *          | MUL             | 392   | 14   
4603   | (          | LPAREN          | 392   | 16   
4604   | (          | LPAREN          | 392   | 17   
4605   | 1i         | COMPLEX         | 392   | 18   
4606   | ,          | COMMA           | 392   | 20   
4607   | 1i         | COMPLEX         | 392   | 21   
4608   | )          | RPAREN          | 392   | 23   
4609   | ,          | COMMA           | 392   | 24   
4610   | (          | LPAREN          | 392   | 26   
4611   | 1i         | COMPLEX         | 392   | 27   
4612   | ,          | COMMA           | 392   | 29   
4613   | 1i         | COMPLEX         | 392   | 30   
4614   | )          | RPAREN          | 392   | 32   
4615   | )          | RPAREN          | 392   | 33   
4616   | |ket0>     | KET_IDENTIFIER  | 393   | 8    
4617   | =          | ASSIGN          | 393   | 15   
4618   | (          | LPAREN          | 393   | 17   
4619   | 1          | INT             | 393   | 18   
4620   | ,          | COMMA           | 393   | 19   
4621   | 0          | INT             | 393   | 20   
4622   | )          | RPAREN          | 393   | 21   
4623   | |ket1>     | KET_IDENTIFIER  | 394   | 4    
4624   | =          | ASSIGN          | 394   | 11   
4625   | (          | LPAREN          | 394   | 13   
4626   | 0          | INT             | 394   | 14   
4627   | ,          | COMMA           | 394   | 15   
4628   | 1          | INT             | 394   | 16   
4629   | )          | RPAREN          | 394   | 17   
4630   | op         | IDENTIFIER      | 395   | 4    
4631   | =          | ASSIGN          | 395   | 7    
4632   | (          | LPAREN          | 395   | 9    
4633   | (          | LPAREN          | 395   | 10   
4634   | 1          | INT             | 395   | 11   
4635   | ,          | COMMA           | 395   | 12   
4636   | 0          | INT             | 395   | 13   
4637   | )          | RPAREN          | 395   | 14   
4638   | ,          | COMMA           | 395   | 15   
4639   | (          | LPAREN          | 395   | 17   
4640   | 0          | INT             | 395   | 18   
4641   | ,          | COMMA           | 395   | 19   
4642   | 1          | INT             | 395   | 20   
4643   | )          | RPAREN          | 395   | 21   
4644   | )          | RPAREN          | 395   | 22   
4645   | op2        | IDENTIFIER      | 396   | 4    
4646   | =          | ASSIGN          | 396   | 8    
4647   | 1          | INT             | 396   | 10   
4648   | /          | DIV             | 396   | 11   
4649   | 2          | INT             | 396   | 12   
4650   | *          | MUL             | 396   | 14   
4651   | (          | LPAREN          | 396   | 16   
4652   | (          | LPAREN          | 396   | 17   
4653   | 1i         | COMPLEX         | 396   | 18   
4654   | ,          | COMMA           | 396   | 20   
4655   | 1i         | COMPLEX         | 396   | 21   
4656   | )          | RPAREN          | 396   | 23   
4657   | ,          | COMMA           | 396   | 24   
4658   | (          | LPAREN          | 396   | 26   
4659   | 1i         | COMPLEX         | 396   | 27   
4660   | ,          | COMMA           | 396   | 29   
4661   | 1i         | COMPLEX         | 396   | 30   
4662   | )          | RPAREN          | 396   | 32   
4663   | )          | RPAREN          | 396   | 33   
4664   | |ket0>     | KET_IDENTIFIER  | 397   | 4    
4665   | =          | ASSIGN          | 397   | 11   
4666   | (          | LPAREN          | 397   | 13   
4667   | 1          | INT             | 397   | 14   
4668   | ,          | COMMA           | 397   | 15   
4669   | 0          | INT             | 397   | 16   
4670   | )          | RPAREN          | 397   | 17   
4671   | |ket1>     | KET_IDENTIFIER  | 398   | 4    
4672   | =          | ASSIGN          | 398   | 11   
4673   | (          | LPAREN          | 398   | 13   
4674   | 0          | INT             | 398   | 14   
4675   | ,          | COMMA           | 398   | 15   
4676   | 1          | INT             | 398   | 16   
4677   | )          | RPAREN          | 398   | 17   
4678   | op         | IDENTIFIER      | 399   | 4    
4679   | =          | ASSIGN          | 399   | 7    
4680   | (          | LPAREN          | 399   | 9    
4681   | (          | LPAREN          | 399   | 10   
4682   | 1          | INT             | 399   | 11   
4683   | ,          | COMMA           | 399   | 12   
4684   | 0          | INT             | 399   | 13   
4685   | )          | RPAREN          | 399   | 14   
4686   | ,          | COMMA           | 399   | 15   
4687   | (          | LPAREN          | 399   | 17   
4688   | 0          | INT             | 399   | 18   
4689   | ,          | COMMA           | 399   | 19   
4690   | 1          | INT             | 399   | 20   
4691   | )          | RPAREN          | 399   | 21   
4692   | )          | RPAREN          | 399   | 22   
4693   | op2        | IDENTIFIER      | 400   | 4    
4694   | =          | ASSIGN          | 400   | 8    
4695   | 1          | INT             | 400   | 10   
4696   | /          | DIV             | 400   | 11   
4697   | 2          | INT             | 400   | 12   
4698   | *          | MUL             | 400   | 14   
4699   | (          | LPAREN          | 400   | 16   
4700   | (          | LPAREN          | 400   | 17   
4701   | 1i         | COMPLEX         | 400   | 18   
4702   | ,          | COMMA           | 400   | 20   
4703   | 1i         | COMPLEX         | 400   | 21   
4704   | )          | RPAREN          | 400   | 23   
4705   | ,          | COMMA           | 400   | 24   
4706   | (          | LPAREN          | 400   | 26   
4707   | 1i         | COMPLEX         | 400   | 27   
4708   | ,          | COMMA           | 400   | 29   
4709   | 1i         | COMPLEX         | 400   | 30   
4710   | )          | RPAREN          | 400   | 32   
4711   | )          | RPAREN          | 400   | 33   
4712   | |ket0>     | KET_IDENTIFIER  | 401   | 4    
4713   | =          | ASSIGN          | 401   | 11   
4714   | (          | LPAREN          | 401   | 13   
4715   | 1          | INT             | 401   | 14   
4716   | ,          | COMMA           | 401   | 15   
4717   | 0          | INT             | 401   | 16   
4718   | )          | RPAREN          | 401   | 17   
4719   | |ket1>     | KET_IDENTIFIER  | 402   | 4    
4720   | =          | ASSIGN          | 402   | 11   
4721   | (          | LPAREN          | 402   | 13   
